Museum Name	Legal Name	Museum Type	Latitude	Longitude	Income	Revenue
HISTORY COMMITTEE OF WEST CAPE MAY	HISTORY COMMITTEE OF WEST CAPE MAY A NEW JERSEY NON PROFIT	HISTORIC PRESERVATION	38.93398	-74.93117	0.0	0.0
HO-HO-KUS HISTORICAL ASSOCIATION	HO-HO-KUS HISTORICAL ASSOCIATION	HISTORIC PRESERVATION	40.99617	-74.10003	0.0	0.0
HOBART COOPERATIVE ART GALLERY	HOBART COOPERATIVE ART GALLERY INC	ART MUSEUM	40.73963	-74.03177	0.0	0.0
HOBOKEN HISTORICAL MUSEUM	HOBOKEN HISTORICAL MUSEUM INC	HISTORY MUSEUM	40.75209	-74.02513	412297.0	387714.0
HOLCOMBE-JIMISON EARMSTEAD	HOLCOMBE-JIMISON EARMSTEAD INC	HISTORY MUSEUM	40.37972	-74.94965	29757.0	29757.0
HOLLYBUSH	FRIENDS OF HOLLYBUSH INC	HISTORY MUSEUM	39.70775	-75.11701	0.0	0.0
HOLMDEL HISTORICAL SOCIETY	HOLMDEL HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.41238	-74.14934	0.0	0.0
HOPE HISTORICAL SOCIETY	HOPE HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.90324	-74.97003	0.0	0.0
HOPEWELL MUSEUM	HOPEWELL MUSEUM	HISTORY MUSEUM	40.3904	-74.75993	23445.0	23445.0
HOPEWELL VALLEY HISTORICAL SOCIETY	HOPEWELL VALLEY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.32206	-74.78212	0.0	0.0
HOPEWELL VALLEY VETERANS ASSOCIATION	HOPEWELL VALLEY VETERANS ASSOCIATION	HISTORIC PRESERVATION	40.32881	-74.79133	4380.0	4380.0
HOWELL LIVING HISTORICAL	FRIENDS OF HOWELL LIVING HISTORICAL	HISTORIC PRESERVATION	40.34029	-74.90468	212256.0	166803.0
HUNTERDON ART MUSEUM	HUNTERDON ART MUSEUM	ART MUSEUM	40.63651	-74.91215	667695.0	630903.0
HUNTERDON COUNTY HISTORICAL SOCIETY	HUNTERDON COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.50958	-74.85856	144275.0	144275.0
HUNTERDON MUSEUM OF ART	HUNTERDON ART MUSEUM	ART MUSEUM	40.63651	-74.91215	667695.0	630903.0
INDIA HERITAGE CENTER	INDIA HERITAGE CENTER	GENERAL MUSEUM	41.01698	-74.0916	2102.0	2102.0
INDIAN KING TAVERN MUSEUM	FRIENDS OF THE INDIAN KING TAVERN MUSEUM INC	GENERAL MUSEUM	39.8977	-75.03454	26939.0	26939.0
INDIAN MILLS HISTORICAL SOCIETY	INDIAN MILLS HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.8712	-74.7241	0.0	0.0
INFORMATION AGE LEARNING CENTER	INFORMATION AGE LEARNING CENTER	HISTORIC PRESERVATION	40.18629	-74.05931	150394.0	135747.0
ITALIAN AMERICAN NATIONAL HALL OF FAME	ITALIAN AMERICAN NATIONAL HALL OF FAME INC	GENERAL MUSEUM	40.23744	-74.69551	63070.0	12218.0
JACK ALLEN MEMORIAL COUNTRY LIVING MUSEUM	JACK ALLEN MEMORIAL COUNTRY LIVING MUSEUM INC	HISTORY MUSEUM	39.94477	-74.77514	6980.0	6980.0
JACK KIRBY MUSEUM AND RESEARCH CENTER	JACK KIRBY MUSEUM AND RESEARCH CENTER INC	GENERAL MUSEUM	40.74707	-74.02913	0.0	0.0
JACOBS CHAPEL COLEMANTOWN FOUNDATION	JACOBS CHAPEL COLEMANTOWN FOUNDATION	HISTORIC PRESERVATION	39.93037	-74.88466	0.0	0.0
JACOBUS VANDERVEER HOUSE	THE FRIENDS OF THE JACOBUS VANDERVEER HOUSE INC	HISTORIC PRESERVATION	40.65994	-74.65047	160617.0	160617.0
JERSEY CENTRAL RAILWAY HISTORICAL SOCIETY	JERSEY CENTRAL RAILWAY HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.62064	-74.30862	59431.0	38169.0
JERSEY CITY LANDMARK CONSERVANCY	JERSEY CITY LANDMARK CONSERVANCY INC	HISTORIC PRESERVATION	40.71765	-74.04529	21061.0	21061.0
JERSEY CITY MUSEUM	JERSEY CITY MUSEUM INC	GENERAL MUSEUM	40.71974	-74.0504	53473.0	53473.0
JERSEY EXPLORER CHILDREN'S MUSEUM	URBAN EDUCATIONAL PROJECT-JERSEY EXPLORER CHILDRENS MUSEUM	CHILDREN'S MUSEUM	40.78188	-74.21015	28835.0	28835.0
JERSEY SHORE CHILDREN'S MUSEUM	JERSEY SHORE CHILDRENS MUSEUM INC	CHILDREN'S MUSEUM	39.36336	-74.64255	35770.0	30560.0
JEWISH FEDERATION OF CUMBERLAND COUNTY	JEWISH FEDERATION OF CUMBERLAND COUNTY	HISTORIC PRESERVATION	39.491	-75.01304	355354.0	347370.0
JEWISH HERITAGE MUSEUM OF MONMOUTHCTY	JEWISH HERITAGE MUSEUM OF MONMOUTHCTY INC	HISTORIC PRESERVATION	40.23898	-74.29788	56096.0	56096.0
JEWISH HISTORICAL SOCIETY OF CENTRAK NEW JERSEY	JEWISH HISTORICAL SOCIETY OF CENT	HISTORIC PRESERVATION	40.48582	-74.45182	0.0	0.0
JEWISH HISTORICAL SOCIETY OF METROWEST	JEWISH HISTORICAL SOCIETY OF METROWEST	HISTORIC PRESERVATION	40.82196	-74.42113	246936.0	214124.0
JEWISH MUSEUM OF NEW JERSEY	JEWISH MUSEUM OF NEW JERSEY INC	GENERAL MUSEUM	40.75523	-74.17011	0.0	0.0
JOHN F PETO STUDIO MUSEUM	JOHN F PETO STUDIO MUSEUM	GENERAL MUSEUM	39.94408	-74.1473	60254.0	60254.0
JOHN FELL HOUSE	CONCERNED CITIZENS OF ALLENDALE	HISTORIC PRESERVATION	41.03456	-74.128	30004.0	30004.0
JOHN WOOLMAN MEMORIAL	JOHN WOOLMAN MEMORIAL ASSOC	GENERAL MUSEUM	39.99901	-74.77713	0.0	0.0
KAVOOKJIAN FIELD & HIGHLANDS LIVING WAR MEMORIAL CORP	KAVOOKJIAN FIELD & HIGHLANDS LIVING WAR MEMORIAL CORP	HISTORIC PRESERVATION	40.40524	-73.99177	0.0	0.0
KEANSBURG HISTORICAL SOCIETY	KEANSBURG HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.44442	-74.13379	0.0	0.0
KEARNY COTTAGE HISTORICAL ASSOCIATION	KEARNY COTTAGE HISTORICAL ASSOC	HISTORIC PRESERVATION	40.50143	-74.27193	0.0	0.0
KENILWORTH HISTORICAL SOCIETY	KENILWORTH HISTORICAL SOCIETY INCORPORATED	HISTORIC PRESERVATION	40.67618	-74.28942	191303.0	183132.0
KEYPORT FIRE MUSEUM	KEYPORT FIRE MUSEUM ASSOCIATION INC	GENERAL MUSEUM	40.43915	-74.19616	0.0	0.0
KEYPORT HISTORICAL SOCIETY	KEYPORT HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.43915	-74.19616	0.0	0.0
KIDSBRIDGE	KIDSBRIDGE INC ATTN LYNNE AZARCHI	CHILDREN'S MUSEUM	40.1775	-74.66866	445139.0	383867.0
KINGSTON HISTORICAL SOCIETY	KINGSTON HISTORICAL PRESERVATION SOCIETY INC	HISTORIC PRESERVATION	40.37679	-74.61345	0.0	0.0
KINNELON HISTORICAL COMMISSION	FRIENDS OF THE KINNELON HISTORICAL COMMISSION INC	HISTORIC PRESERVATION	41.00163	-74.34358	0.0	0.0
KOREAN WAR VETERANS ASSOCIATION OF HUDSON COUNTY	KOREAN WAR VETERANS ASSOCIATION OF HUDSON COUNTY INC	HISTORIC PRESERVATION	40.68956	-74.10514	11078.0	11078.0
LAKE HOPATCONG HISTORICAL SOCIETY	LAKE HOPATCONG HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.90944	-74.65586	0.0	0.0
LAKEWOOD HISTORICAL SOCIETY	LAKEWOOD HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.04164	-74.1657	0.0	0.0
LAMBERTVILLE HISTORICAL SOCIETY	LAMBERTVILLE HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.36599	-74.94453	50059.0	28144.0
LAWNSIDE HISTORICAL SOCIETY	LAWNSIDE HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.86721	-75.03668	12089.0	12089.0
LAWRENCE HISTORICAL SOCIETY	LAWRENCE HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.27759	-74.72542	18970.0	17152.0
LEAGUE OF HISTORICAL SOCIETIES OF NEW JERSEY	LEAGUE OF HISTORICAL SOCIETIES OF NEW JERSEY	HISTORIC PRESERVATION	40.75771	-74.41338	0.0	0.0
LEAGUE OF WORLD WAR 1 AVIATION HISTORIANS	LEAGUE OF WORLD WAR 1 AVIATION HISTORIANS	HISTORIC PRESERVATION	38.63433	-90.54953	85116.0	85116.0
LIBERTY HALL MUSEUM	LIBERTY HALL MUSEUM INC	HISTORY MUSEUM	40.68587	-74.23943	1966744.0	1711664.0
LIBERTY HISTORIC RAILWAY	LIBERTY HISTORIC RAILWAY INC	HISTORIC PRESERVATION	40.652	-74.35584	12850.0	12850.0
LIBERTY SCIENCE CENTER	LIBERTY SCIENCE CENTER INC	SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM	40.70271	-74.0625	29146724.0	25917228.0
LITTLE SILVER HISTORICAL SOCIETY	LITTLE SILVER HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.33894	-74.04205	0.0	0.0
LIVINGSTON HISTORICAL SOCIETY	LIVINGSTON HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.78108	-74.31629	0.0	0.0
LONG BEACH ISLAND HISTORICAL ASSOCIATION	LONG BEACH ISLAND HISTORICAL ASSOCIATION	HISTORIC PRESERVATION	39.61708	-74.20101	151025.0	137976.0
LONG BRANCH HISTORICAL MUSEUM OF THE STATE OF NEW JERSEY	LONG BRANCH HISTORICAL MUSEUM OF THE STATE OF NEW JERSEY	HISTORY MUSEUM	40.26259	-73.9899	56158.0	52606.0
LONG BRANCH HISTORICAL PUBLICATION EDU & RESTORATION COMM IN	LONG BRANCH HISTORICAL PUBLICATION EDU & RESTORATION COMM I	HISTORIC PRESERVATION	40.30424	-74.00105	0.0	0.0
LONG HILL TOWNSHIP HISTORICAL SOCIETY	LONG HILL TOWNSHIP HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.67726	-74.52521	0.0	0.0
LONGPORT HISTORICAL SOCIETY MUSEUM AND LIBRARY	LONGPORT HISTORICAL SOCIETY MUSEUM AND LIBRARY	HISTORIC PRESERVATION	39.31213	-74.52789	150041.0	22198.0
LUCY THE MARGATE ELEPHANT	SAVE LUCY COMMITTEE INC	GENERAL MUSEUM	39.32112	-74.51156	448303.0	327874.0
LUMBERTON HISTORICAL SOCIETY	LUMBERTON HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.96966	-74.79786	0.0	0.0
LYNDHURST HISTORICAL SOCIETY	LYNDHURST HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.81437	-74.13396	0.0	0.0
MACEDONIA HISTORICAL ASSOCIATION	MACEDONIA HISTORICAL ASSOCIATION	HISTORIC PRESERVATION	39.90846	-74.96043	0.0	0.0
MADISON HISTORICAL SOCIETY	MADISON HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.75771	-74.41338	0.0	0.0
MADISON PUBLIC LIBRARY AND JAMES BUILDING	MUSEUM OF EARLY TRADES AND CRAFTS	HISTORIC PRESERVATION	40.75997	-74.41675	992883.0	474683.0
MADISON TOWNSHIP HISTORICAL SOCIETY	MADISON TOWNSHIP HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.40895	-74.26574	0.0	0.0
MADISON TRAIN STATION	FRIENDS OF THE MADISON TRAIN STATION INC	HISTORIC PRESERVATION	40.74568	-74.42293	38809.0	38809.0
MAHWAH MUSEUM SOCIETY	MAHWAH MUSEUM SOCIETY INC	HISTORY MUSEUM	41.0929	-74.14422	53290.0	53290.0
MANSFIELD TOWNSHIP HISTORICAL SOCIETY	MANSFIELD TOWNSHIP HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.08041	-74.67426	0.0	0.0
MARGATE CITY HISTORICAL MUSEUM	MARGATE LIBRARY AND HISTORICAL SOCIETY ALLIANCE INC	HISTORIC PRESERVATION	39.32781	-74.49913	0.0	0.0
MARGATE HISTORICAL SOCIETY	MARGATE LIBRARY AND HISTORICAL SOCIETY ALLIANCE INC	HISTORIC PRESERVATION	39.32781	-74.49913	0.0	0.0
MASTER GARDENER ASSOCIATION OF PASSAIC COUNTY	MASTER GARDENER ASSOCIATION OF PASSAIC COUNTY INC	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	40.92855	-74.26846	0.0	0.0
MATAWAN HISTORICAL SOCIETY	MATAWAN HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.41044	-74.23792	0.0	0.0
MAURICE RIVER HISTORICAL SOCIETY	MAURICE RIVER HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.23085	-74.99286	0.0	0.0
MAURICETOWN HISTORICAL SOCIETY	MAURICETOWN HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.28614	-74.99447	0.0	0.0
MEADOWLANDS MUSEUM	MEADOWLANDS MUSEUM	HISTORY MUSEUM	40.81462	-74.10396	68522.0	65328.0
MEADOWS FOUNDATION	MEADOWS FOUNDATION INC	HISTORIC PRESERVATION	40.49467	-74.51123	99749.0	69089.0
MEDFORD HISTORICAL SOCIETY	MEDFORD HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.91719	-74.80463	66554.0	22791.0
MERCER HILL HISTORIC DISTRICT ASSOCIATION	MERCER HILL HISTORIC DISTRICT ASSOC INC	HISTORIC PRESERVATION	40.34627	-74.66339	0.0	0.0
MERCHANTS AND DROVERS TAVERN MUSEUM ASSOCIATION	MERCHANTS AND DROVERS TAVERN MUSEUM ASSOCIATION INC	HISTORIC PRESERVATION	40.61682	-74.28462	109393.0	98976.0
MEREDITH HAVENS FIRE MUSEUM OF TRENTON	MEREDITH HAVENS FIRE MUSEUM OF TRENTON	GENERAL MUSEUM	40.22373	-74.76175	0.0	0.0
METUCHEN EDISON HISTORICAL SOCIETY	METUCHEN EDISON HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.55356	-74.36003	0.0	0.0
MID-ATLANTIC CENTER FOR THE ARTS	MID ATLANTIC CENTER FOR THE ARTS	GENERAL MUSEUM	38.94034	-74.91528	3398037.0	3226980.0
MID-ATLANTIC RAILWAY MUSEUM	MID-ATLANTIC RAILWAY MUSEUM INC	GENERAL MUSEUM	40.70172	-75.16431	0.0	0.0
MILBERG GALLERY FOR THE GRAPHIC ARTS	TRUSTEES OF PRINCETON UNIVERSITY	ART MUSEUM	40.36031	-74.6486	4957106141.0	162392000.0
MILFORD BOROUGH HISTORICAL SOCIETY	MILFORD BOROUGH HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.5908	-75.09961	0.0	0.0
MILLBURN SHORT HILLS HISTORICAL SOCIETY	MILLBURN SHORT HILLS HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.73625	-74.32655	0.0	0.0
MILLSTONE VALLEY PRESERVATION COALTITION	MILLSTONE VALLEY PRESERVATION COALTITION INC	HISTORIC PRESERVATION	40.50293	-74.57826	0.0	0.0
MILLVILLE ARMY AIR FIELD MUSEUM	MILLVILLE ARMY AIR FIELD MUSEUM INC	HISTORY MUSEUM	39.383	-75.04192	180719.0	129148.0
MONMOUTH COUNTY GENEALOGY SOCIETY	MONMOUTH COUNTY GENEALOGY SOCIETY	HISTORIC PRESERVATION	40.336	-74.12106	0.0	0.0
MONMOUTH COUNTY HISTORICAL ASSOCIATION	MONMOUTH COUNTY HISTORICAL ASSOCIATION	HISTORIC PRESERVATION	40.26283	-74.2785	1682389.0	819422.0
MONMOUTH MUSEUM AND CULTURAL CENTER	MONMOUTH MUSEUM AND CULTURAL CENTER	GENERAL MUSEUM	40.32612	-74.1319	772951.0	543816.0
MONMOUTH UNIVERSITY ART GALLERIES - JOAN AND ROBERT RECHNITZ HALL ROTARY ICE HOUSE GALLERY & POLLAK GALLERY	MONMOUTH UNIVERSITY	ART MUSEUM	40.28175	-74.00419	273866256.0	208552759.0
MONTCLAIR ART MUSEUM	MONTCLAIR ART MUSEUM	ART MUSEUM	40.81798	-74.22552	10626122.0	4861067.0
MONTCLAIR HISTORICAL SOCIETY	MONTCLAIR HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.81161	-74.22278	170492.0	169637.0
MONTROSE PARK HISTORIC DISTRICT ASSOCIATION	THE MONTROSE PARK HISTORIC DISTRICT ASSOCIATION INC	HISTORIC PRESERVATION	40.74749	-74.25867	13374.0	9373.0
MONUMENT TO FREEDOM OF EXPRESSION FOUNDATION	MONUMENT TO FREEDOM OF EXPRESSION FOUNDATION INC	HISTORY MUSEUM	40.46213	-74.6542	0.0	0.0
MORRIS AND DOROTHY HIRSCH RESEARCH LIBRARY OF HOLOCAUST AND GENOCIDE STUDIES	RARITAN VALLEY COMMUNITY COLLEGE DIR OF BUDGET & FINANCE OF	GENERAL MUSEUM	40.57557	-74.61387	62614577.0	62614577.0
MORRIS AREA GENEALOGY SOCIETY	MORRIS AREA GENEALOGY SOCIETY INC	HISTORIC PRESERVATION	40.79689	-74.4797	0.0	0.0
MORRIS COUNTY HISTORICAL SOCIETY	MORRIS COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.79895	-74.46187	1358650.0	555572.0
MORRIS COUNTY HISTORICAL SOCIETY AT ACORN HALL	MORRIS COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.79895	-74.46187	1358650.0	555572.0
MORRIS COUNTY TRUST FOR HISTORIC PRESERVATION	MORRIS COUNTY TRUST FOR HISTORIC PRESERVATION INC	HISTORIC PRESERVATION	40.79299	-74.48127	0.0	0.0
MORRIS MUSEUM	MORRIS MUSEUM INC	GENERAL MUSEUM	40.79678	-74.44449	6510143.0	3923135.0
MORRIS PLAINS MUSEUM	MORRIS PLAINS MUSEUM	HISTORY MUSEUM	40.83455	-74.46744	93098.0	23777.0
MOUNT AMWELL PROJECT	MOUNT AMWELL PROJECT INCORPORATED	HISTORIC PRESERVATION	40.67034	-74.82249	0.0	0.0
MOUNT LAUREL HISTORICAL SOCIETY	MOUNT LAUREL HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.95917	-74.92506	0.0	0.0
MOUNT TABOR HISTORICAL SOCIETY	MOUNT TABOR HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.87095	-74.47971	0.0	0.0
MUSEUM OF EARLY TRADES AND CRAFTS	MUSEUM OF EARLY TRADES AND CRAFTS	HISTORY MUSEUM	40.75997	-74.41675	992883.0	474683.0
MUSEUM OF JEWISH HISTORY OF WOODBINE	MUSEUM OF JEWISH HISTORY OF WOODBINE	GENERAL MUSEUM	39.39143	-74.56218	160291.0	160291.0
MUSEUM OF NEW JERSEY MARITIME HISTORY	MUSEUM OF NEW JERSEY MARITIME HISTORY INC	HISTORY MUSEUM	39.5658	-74.24377	139437.0	139437.0
MUSEUM OF NJ MARITIME HISTORY	MUSEUM OF NEW JERSEY MARITIME HISTORY INC	HISTORY MUSEUM	39.5658	-74.24377	139437.0	139437.0
MUSEUM OF RUSSIAN ART	MUSEUM OF RUSSIAN ART INC	GENERAL MUSEUM	40.7377	-74.03686	0.0	0.0
NASW FOUNDATION	NASW FOUNDATION	HISTORIC PRESERVATION	39.00452	-74.91192	528170.0	438176.0
NATIONAL GUARD MILITIA MUSEUM OF NEW JERSEY	NATIONAL GUARD MILITIA MUSEUM OF NEW JERSEY	GENERAL MUSEUM	40.55367	-74.53495	110850.0	106808.0
NAVAL AIR STATION WILDWOOD AVIATION MUSEUM	NASW FOUNDATION	HISTORIC PRESERVATION	39.00452	-74.91192	528170.0	438176.0
NESHAMINY FOOTBALL HALL OF FAME	NESHAMINY FOOTBALL HALL OF FAME	GENERAL MUSEUM	39.75353	-75.18506	0.0	0.0
NESHANIC HISTORICAL SOCIETY	NESHANIC HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.53352	-74.73857	0.0	0.0
NEW BRUNSWICK HISTORICAL SOCIETY	NEW BRUNSWICK HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.49135	-74.44548	0.0	0.0
NEW EGYPT HISTORICAL SOCIETY	NEW EGYPT HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.07563	-74.50202	1003.0	673.0
NEW JERSEY ACADEMY FOR AQUATIC SCIENCES	THE CENTER FOR AQUATIC SCIENCES INC	ZOO, AQUARIUM, OR WILDLIFE CONSERVATION	39.94336	-75.13026	2890794.0	1788419.0
NEW JERSEY ALLIANCE FOR LEARNING AND PRESERVING THE HISTORY OF WORLD WAR II	N J ALLIANCE FOR LEARNING & PRESERVING THE HISTORY OF WWII	HISTORIC PRESERVATION	40.53777	-74.4742	0.0	0.0
NEW JERSEY BOXING HALL OF FAME	NEW JERSEY BOXING HALL OF FAME INC	GENERAL MUSEUM	41.0502	-74.04417	0.0	0.0
NEW JERSEY CIVIL WAR HISTORY ASSOCIATION	NEW JERSEY CIVIL WAR HISTORY ASSOCIATION	HISTORIC PRESERVATION	41.4364	-74.16436	0.0	0.0
NEW JERSEY HALL OF FAME	NEW JERSEY HALL OF FAME	GENERAL MUSEUM	40.7355	-74.16395	284420.0	284420.0
NEW JERSEY HISTORICAL DIVERS ASSOCIATION	NEW JERSEY HISTORICAL DIVERS ASSOCIATION INC	HISTORIC PRESERVATION	40.18629	-74.05931	0.0	0.0
NEW JERSEY HISTORICAL SOCIETY	NEW JERSEY HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.73873	-74.16885	356387.0	356387.0
NEW JERSEY MIDLAND RAILROAD HISTORICAL SOCIETY	NEW JERSEY MIDLAND RAILROAD HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.94895	-74.15356	0.0	0.0
NEW JERSEY MILITIA HEARDS BRIGADE	NEW JERSEY MILITIA HEARDS BRIGADE	HISTORIC PRESERVATION	40.91421	-74.71202	0.0	0.0
NEW JERSEY MUSEUM OF BOATING	NEW JERSEY MUSEUM OF BOATING INC	HISTORY MUSEUM	40.08091	-74.0619	32605.0	32605.0
NEW JERSEY MUSEUM OF CONTEMPORARY ART	NEW JERSEY MUSEUM OF CONTEMPORARY ART INC	ART MUSEUM	40.36655	-74.20814	0.0	0.0
NEW JERSEY MUSEUM OF TRANSPORTATION	NEW JERSEY MUSEUM OF TRANSPORTATION INC	HISTORY MUSEUM	40.15838	-74.12193	196835.0	181255.0
NEW JERSEY SCHOOL FOR THE DEAF KATZENBACH SCHOOL MUSEUM	NJSD-MKSD MUSEUM	GENERAL MUSEUM	39.81677	-75.10385	0.0	0.0
NEW JERSEY SCOUT MUSEUM	NEW JERSEY SCOUT MUSEUM INC	GENERAL MUSEUM	40.36887	-73.99826	0.0	0.0
NEW JERSEY WAR VETERANS MUSEUM & EDUCATION CENTER A NONPROFIT	NEW JERSEY WAR VETERANS MUSEUM & EDUCATION CENTER A NONPROF	GENERAL MUSEUM	39.22567	-74.63517	0.0	0.0
NEW PROVIDENCE HISTORICAL SOCIETY	NEW PROVIDENCE HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.70836	-74.40454	0.0	0.0
NEW YORK MICROSCOPICAL SOCIETY AMERICAN MUSEUM OF NATURAL HISTORY	NEW YORK MICROSCOPICAL SOCIETY AMERICAN MUSEUM OF NATURAL H	NATURAL HISTORY MUSEUM	40.86523	-74.15392	122355.0	122355.0
NEWARK FIRE DEPT HISTORICAL ASSOCIATION	NEWARK FIRE DEPARTMENT HISTORICAL ASSOCIATION	HISTORIC PRESERVATION	40.74299	-74.17118	0.0	0.0
NEWARK HISTORY SOCIETY	NEWARK HISTORY SOCIETY INC	NATURAL HISTORY MUSEUM	40.73787	-74.3125	0.0	0.0
NEWARK PRESERVATION & LANDMARK COMMITTEE	NEWARK PRESERVATION AND LANDMARKS COMMITTEE	HISTORIC PRESERVATION	40.73136	-74.17402	25845.0	25097.0
NEWARK PUBLIC SCHOOLS HISTORICAL PRESERVATION COMMITTEE	NEWARK PUBLIC SCHOOLS HISTORICAL PRESERVATION COMMITTEE	HISTORIC PRESERVATION	40.7481	-74.17158	0.0	0.0
NEWTON FIRE MUSEUM	NEWTON FIRE MUSEUM INC	HISTORY MUSEUM	41.05808	-74.75017	0.0	0.0
NORTH JERSEY CIVIL WAR ROUND TABLE	NORTH JERSEY CIVIL WAR ROUND TABLE	HISTORIC PRESERVATION	40.86206	-74.47559	0.0	0.0
NORTH JERSEY ELECTRIC RAILWAY HISTORICAL SOCIETY	NORTH JERSEY ELECTRIC RAILWAY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.60391	-74.27136	0.0	0.0
NORTH JERSEY HIGHLANDS HISTORICAL SOCIETY	NORTH JERSEY HIGHLANDS HISTORICAL SOCIETY	HISTORIC PRESERVATION	41.09489	-74.26913	0.0	0.0
NORTH PLAINFIELD EXEMPTS FIREMEN MUSEUM	NORTH PLAINFIELD EXEMPTS FIREMEN MUSEUM	HISTORY MUSEUM	40.62177	-74.42922	0.0	0.0
NORTHEAST REGION SCOUT MUSEUM	NORTHEAST REGION SCOUT MUSEUM	GENERAL MUSEUM	40.91012	-74.0754	0.0	0.0
NORTHERN VALLEY HISTORICAL SOCIETY	NORTHERN VALLEY HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.99457	-73.96276	0.0	0.0
NORTHWEST JERSEY HI-RAILERS	NORTHWEST JERSEY HI-RAILERS INC	HISTORIC PRESERVATION	40.9337	-74.15765	0.0	0.0
NORWOOD HISTORICAL SOCIETY	NORWOOD HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.99457	-73.96276	0.0	0.0
NOYES MUSEUM OF ART	THE NOYES MUSEUM A NEW JERSEY NONPROFIT CORPORATION	ART MUSEUM	39.46479	-74.46037	820589.0	679915.0
NUTLEY HISTORICAL SOCIETY	NUTLEY HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.81829	-74.16241	0.0	0.0
O'IA-DA INTERNATIONAL	O-IA-DA INTL INC	GENERAL MUSEUM	40.76988	-74.17223	523939.0	523939.0
OAK SUMMIT SCHOOL HISTORICAL SOCIETY	OAK SUMMIT SCHOOL HISTORICAL SOCIETY INCORPORATED	HISTORIC PRESERVATION	40.52074	-75.00918	0.0	0.0
OAKLAND HISTORICAL SOCIETY	OAKLAND HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	41.02297	-74.2407	0.0	0.0
OCEAN CITY HISTORICAL MUSEUM	OCEAN CITY HISTORICAL MUSEUM INC	HISTORY MUSEUM	39.2714	-74.59092	76798.0	64239.0
OCEAN CITY ROWING & ATHLETIC ASSOCIATION	OCEAN CITY ROWING & ATHLETIC ASSOCIATION A NEW JERSEY NONPR	GENERAL MUSEUM	39.2851	-74.57534	0.0	0.0
OCEAN COUNTY HISTORICAL SOCIETY	OCEAN COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.95294	-74.1913	692204.0	682054.0
OGDENSBURG HISTORICAL SOCIETY	OGDENSBURG HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	41.0796	-74.59183	0.0	0.0
OLD BERGEN CHILD DEVELOPMENT CENTER	OLD BERGEN CHILD DEVELOPMENT CENTER	GENERAL MUSEUM	40.72709	-74.06724	430567.0	430567.0
OLD CLOVE CHURCH	FRIENDS OF THE OLD CLOVE CHURCH INC	HISTORIC PRESERVATION	41.25148	-74.62674	0.0	0.0
OLD FIRST HISTORIC TRUST	OLD FIRST HISTORIC TRUST INC	HISTORIC PRESERVATION	40.66439	-74.2149	1674530.0	1674530.0
